ServiceDate,Routes,RouteName,CurrentRevenue,Ridership,TokenCount,TicketCount,PassCount,BillCount,UnclassifiedRevenue,DumpCount,
,,,96.4,958,,,849,239,30.62,390,
,,,101.85,562,,,885,241,0.7,421,
,,,83.98,377,,,715,179,12.15,550,
,,,217.6,653,,,464,291,16.22,395,
,,,240.7,979,,,954,640,6.27,591,
,,,67.23,663,,,413,154,19.14,389,
,,,84.83,3028,,,518,845,11.07,543,
,,,87.86,499,,,791,298,13.38,403,
,,,63.27,447,,,11,515,16.97,527,
,,,140.24,247,,,694,70,9.06,388,
,,,71.06,2480,,,349,377,15.02,408,
,,,58.96,286,,,337,284,11.25,585,
,,,580.99,667,,,411,610,20.93,546,
,,,220.25,1423,,,479,621,10.72,387,
,,,473.29,1381,,,323,275,11.32,399,
,,,164.04,301,,,1439,93,6.13,599,
,,,14.6,182,,,1562,37,14.29,391,
,,,209.39,141,,,1520,572,1.91,472,
,,,211.33,117,,,331,633,8.0,352,
,,,215.4,213,,,780,356,4.64,483,
,,,541.61,318,,,1316,366,20.18,598,
,,,47.0,136,,,1101,5,19.11,413,
,,,95.21,151,,,562,339,20.14,364,
,,,524.25,307,,,670,447,10.75,432,
,,,254.08,388,,,178,511,4.32,602,
,,,156.33,170,,,778,268,17.48,622,
,,,231.76,138,,,1313,684,16.09,340,
,,,288.97,2810,,,745,1096,6.45,359,
,,,231.87,1582,,,3535,523,4.55,361,
,,,320.51,2467,,,669,694,9.04,582,
,,,266.94,1135,,,419,576,55.8,373,
,,,137.91,296,,,3448,430,42.92,540,
,,,307.4,119,,,529,264,31.87,256,
,,,180.87,1071,,,1441,596,1.66,567,
,,,275.97,1029,,,1423,341,11.8,291,
,,,219.32,1209,,,2291,347,6.33,324,
,,,257.3,2706,,,2168,371,52.42,430,
,,,83.7,3883,,,483,478,3.16,492,
,,,320.05,1334,,,299,454,14.66,579,
,,,81.21,1126,,,190,857,14.13,549,
,,,83.3,1584,,,263,1080,29.1,587,
,,,24.5,1614,,,340,455,48.51,284,
,,,170.34,1401,,,108,680,7.14,491,
,,,81.0,943,,,343,180,4.19,414,
,,,330.8,1635,,,243,601,3.7,597,
,,,290.88,725,,,145,358,7.06,428,
,,,418.72,1019,,,144,132,2.45,544,
,,,80.07,1408,,,423,497,6.15,381,
,,,171.76,488,,,184,429,7.99,419,
,,,254.85,30,,,1740,428,1.06,559,
,,,344.97,580,,,1183,814,2.56,380,
,,,117.6,552,,,1668,1108,4.4,446,
,,,179.23,586,,,889,695,3.65,607,
,,,131.45,910,,,693,634,4.86,445,
,,,199.79,572,,,820,129,2.37,400,
,,,344.5,2385,,,1716,574,1.89,627,
,,,219.13,2536,,,2321,351,1.02,553,
,,,939.16,2338,,,674,286,10.68,596,
,,,464.02,590,,,761,360,6.11,376,
,,,67.26,1236,,,871,475,9.65,362,
,,,158.43,2131,,,880,389,2.15,542,
,,,110.34,1815,,,829,448,2.43,628,
,,,109.88,931,,,1052,432,2.09,610,
,,,927.21,322,,,485,735,3.95,357,
,,,77.48,350,,,1148,1147,69.16,566,
,,,270.18,1166,,,412,471,19.67,341,
,,,285.84,2084,,,792,273,37.55,356,
,,,548.56,1257,,,735,2,15.52,619,
,,,477.44,5255,,,313,607,1.81,481,
,,,177.76,150,,,798,624,6.96,554,
,,,135.98,1016,,,531,330,21.23,339,
,,,68.2,642,,,1453,516,17.79,437,
,,,107.32,541,,,1735,433,68.78,409,
,,,49.81,5403,,,1639,864,17.98,440,
,,,28.81,894,,,705,1068,51.93,636,
,,,125.77,2468,,,1306,486,20.85,405,
,,,119.49,3517,,,677,709,24.59,644,
,,,47.63,3425,,,1476,315,35.04,448,
,,,118.18,803,,,943,472,22.2,377,
,,,94.8,812,,,3748,271,36.26,425,
,,,93.85,496,,,86,297,26.65,418,
,,,109.46,109,,,717,549,18.73,578,
,,,66.64,485,,,463,822,43.76,651,
,,,55.25,315,,,414,964,25.77,552,
,,,60.37,534,,,468,517,23.06,367,
,,,74.93,425,,,3642,548,22.02,396,
,,,103.22,623,,,565,13,27.36,645,
,,,167.93,188,,,1504,343,8.81,640,
,,,68.15,598,,,1495,340,0.25,642,
,,,48.4,390,,,2213,606,33.9,643,
,,,83.96,239,,,2381,722,11.27,509,
,,,64.19,227,,,632,726,14.06,600,
,,,1197.16,933,,,451,314,12.36,525,
,,,368.11,165,,,368,436,16.68,556,
,,,733.33,449,,,113,216,10.4,609,
,,,380.84,602,,,401,166,35.47,441,
,,,72.3,3003,,,214,306,3.22,593,
,,,51.98,1790,,,269,453,52.67,588,
,,,448.13,2607,,,244,583,36.79,613,
,,,372.49,1429,,,141,546,8.57,575,
,,,352.68,70,,,586,757,27.76,633,
,,,1046.57,1145,,,112,1000,48.21,511,
,,,242.01,1300,,,216,522,38.58,482,
,,,1253.28,2840,,,251,604,15.64,611,
,,,591.74,935,,,1722,708,25.5,592,
,,,304.67,3556,,,1292,277,4.21,537,
,,,531.53,1207,,,1597,703,2.89,625,
,,,520.32,1140,,,877,759,26.43,503,
,,,389.99,1464,,,42,539,24.64,465,
,,,639.69,1499,,,643,787,76.76,510,
,,,543.82,1715,,,755,1129,11.29,529,
,,,406.63,918,,,775,502,39.02,453,
,,,596.7,1953,,,1636,769,10.06,626,
,,,330.46,745,,,530,704,18.86,455,
,,,563.68,1303,,,2385,514,95.16,547,
,,,344.49,1193,,,664,345,20.68,514,
,,,539.75,1263,,,874,600,38.92,473,
,,,195.65,1313,,,787,571,31.3,560,
,,,9.9,1181,,,969,375,72.33,614,
,,,477.66,2410,,,648,1,46.35,630,
,,,214.02,2776,,,1074,458,27.83,617,
,,,213.07,482,,,482,409,18.82,551,
,,,368.09,1128,,,622,1084,15.85,545,
,,,237.52,2075,,,679,465,1.6,500,
,,,698.53,1829,,,766,420,22.84,572,
,,,72.15,364,,,18,656,3.57,561,
,,,842.63,416,,,726,630,10.88,581,
,,,702.48,2351,,,330,625,2.48,569,
,,,217.09,1487,,,510,713,12.87,603,
,,,347.39,5510,,,1338,368,2.8,641,
,,,788.14,5,,,97,263,11.44,601,
,,,702.59,723,,,1685,485,4.87,495,
,,,296.3,691,,,1419,344,6.81,480,
,,,363.68,833,,,308,464,3.58,548,
,,,45.28,5769,,,713,932,7.92,520,
,,,83.41,922,,,1391,1113,13.08,462,
,,,294.83,2594,,,1040,778,1.63,647,
,,,703.3,2222,,,303,761,5.08,524,
,,,408.33,3340,,,1270,388,3.43,526,
,,,1371.92,3670,,,1017,579,9.92,532,
,,,253.79,986,,,3706,555,11.18,519,
,,,79.42,817,,,91,397,81.79,,
,,,350.56,126,,,492,336,39.45,,
,,,266.21,564,,,420,618,28.09,,
,,,214.65,248,,,3639,918,2.9,,
,,,316.94,163,,,1403,616,2.95,,
,,,1727.98,628,,,1497,581,16.93,,
,,,322.92,342,,,2178,313,20.76,,
,,,872.78,194,,,2323,338,39.13,,
,,,631.63,687,,,598,566,10.67,,
,,,1224.64,490,,,444,706,44.22,,
,,,1152.15,461,,,272,398,21.49,,
,,,348.47,215,,,225,292,15.36,,
,,,296.11,805,,,328,413,22.48,,
,,,199.94,968,,,456,431,31.2,,
,,,43.05,212,,,58,408,17.87,,
,,,222.6,199,,,223,862,46.85,,
,,,102.82,308,,,260,1196,19.41,,
,,,105.92,335,,,1287,332,21.09,,
,,,222.74,526,,,919,681,29.49,,
,,,174.71,2988,,,1128,686,26.63,,
,,,281.43,1810,,,577,541,27.67,,
,,,91.77,2452,,,40,410,25.92,,
,,,267.39,1418,,,515,492,24.48,,
,,,154.25,83,,,1208,498,7.86,,
,,,166.13,1150,,,471,912,22.94,,
,,,97.0,1241,,,1839,1107,6.43,,
,,,82.85,2695,,,383,543,12.73,,
,,,160.56,851,,,857,424,8.85,,
,,,256.58,3841,,,728,466,9.89,,
,,,325.51,1021,,,873,294,44.66,,
,,,63.64,1495,,,566,595,4.28,,
,,,36.63,1377,,,9,484,47.06,,
,,,78.45,1278,,,385,1270,31.95,,
,,,110.75,1688,,,446,729,7.54,,
,,,215.5,1120,,,1011,700,18.27,,
,,,254.59,1253,,,955,234,36.33,,
,,,117.87,1875,,,1285,445,39.71,,
,,,1231.52,1067,,,965,538,15.44,,
,,,488.02,1156,,,815,495,27.97,,
,,,749.63,43,,,500,456,3.1,,
,,,479.33,1173,,,477,418,13.39,,
,,,77.45,535,,,1058,894,8.49,,
,,,32.19,734,,,821,205,32.57,,
,,,415.96,2182,,,2987,1155,71.28,,
,,,387.17,175,,,550,425,8.37,,
,,,445.21,2639,,,348,716,26.39,,
,,,1080.35,2056,,,285,702,15.3,,
,,,157.39,506,,,2680,673,17.02,,
,,,1010.6,1125,,,1590,544,82.17,,
,,,534.89,2214,,,1644,682,12.65,,
,,,280.24,1727,,,410,406,42.39,,
,,,543.58,1007,,,250,269,44.38,,
,,,529.96,338,,,165,300,77.31,,
,,,407.55,463,,,196,353,54.3,,
,,,643.09,925,,,98,1250,23.19,,
,,,420.04,2031,,,114,725,30.29,,
,,,415.09,1617,,,130,664,8.34,,
,,,746.7,5359,,,367,468,12.33,,
,,,339.55,166,,,376,481,6.76,,
,,,506.34,754,,,63,875,0.93,,
,,,492.42,762,,,131,346,18.22,,
,,,467.2,5713,,,172,587,2.86,,
,,,256.43,906,,,229,743,11.26,,
,,,19.75,2444,,,1854,441,9.68,,
,,,527.39,2278,,,1272,531,6.56,,
,,,111.84,3330,,,1798,374,6.83,,
,,,193.75,3495,,,194,444,9.31,,
,,,208.46,926,,,77,383,5.52,,
,,,442.34,781,,,760,494,9.25,,
,,,221.03,431,,,888,437,15.84,,
,,,788.5,423,,,1875,815,16.14,,
,,,79.02,520,,,488,1142,3.11,,
,,,837.24,206,,,2371,672,5.23,,
,,,735.28,240,,,817,614,4.34,,
,,,160.66,547,,,887,513,7.34,,
,,,327.32,417,,,1049,731,15.24,,
,,,741.81,337,,,722,423,3.81,,
,,,772.45,830,,,868,810,79.93,,
,,,326.7,128,,,663,500,32.88,,
,,,408.04,369,,,1065,785,33.74,,
,,,51.3,284,,,768,627,16.89,,
,,,120.69,2102,,,320,676,4.5,,
,,,258.63,1277,,,811,337,3.07,,
,,,796.31,1899,,,233,460,24.94,,
,,,506.6,997,,,322,819,54.73,,
,,,1478.54,270,,,554,524,13.87,,
,,,271.89,77,,,1438,387,49.21,,
,,,99.57,932,,,1587,723,27.51,,
,,,361.07,1919,,,1640,736,24.21,,
,,,271.51,2763,,,402,623,26.88,,
,,,244.35,1121,,,1529,551,48.8,,
,,,368.56,1327,,,1212,608,17.54,,
,,,1972.59,1003,,,279,342,18.85,,
,,,292.49,1282,,,1596,1075,45.18,,
,,,999.75,815,,,980,470,19.25,,
,,,658.94,1509,,,3679,416,20.54,,
,,,1125.64,972,,,181,647,21.22,,
,,,1233.33,912,,,126,568,20.99,,
,,,386.25,1065,,,718,711,10.2,,
,,,336.2,539,,,435,518,26.15,,
,,,139.43,456,,,478,488,2.02,,
,,,55.94,1563,,,3878,1217,9.3,,
,,,225.91,121,,,1416,520,6.29,,
,,,88.22,1502,,,2294,730,28.76,,
,,,52.48,1809,,,369,355,33.39,,
,,,291.87,460,,,314,714,53.98,,
,,,159.69,1519,,,199,900,11.72,,
,,,70.35,809,,,191,645,12.75,,
,,,274.4,820,,,43,641,46.08,,
,,,141.37,363,,,563,1103,19.38,,
,,,253.81,736,,,1056,559,28.98,,
,,,200.03,1630,,,64,693,3.84,,
,,,145.2,4362,,,1296,457,8.92,,
,,,188.57,139,,,405,869,17.45,,
,,,96.44,15,,,406,1077,34.07,,
,,,134.3,4250,,,527,503,31.63,,
,,,341.51,637,,,611,599,68.7,,
,,,355.86,1436,,,573,597,33.59,,
,,,105.37,2439,,,428,1139,9.94,,
,,,69.35,2628,,,336,698,19.66,,
,,,95.02,649,,,156,652,9.61,,
,,,132.84,172,,,516,508,16.64,,
,,,180.22,473,,,37,765,81.94,,
,,,242.81,204,,,162,1151,18.46,,
,,,120.47,437,,,767,653,44.73,,
,,,1273.18,230,,,55,479,44.76,,
,,,447.4,234,,,1016,848,53.11,,
,,,671.63,195,,,892,1191,42.05,,
,,,489.99,619,,,354,842,28.59,,
,,,59.63,614,,,375,585,30.97,,
,,,29.44,211,,,603,602,8.26,,
,,,469.29,3190,,,2028,593,0.41,,
,,,422.74,1803,,,68,354,14.34,,
,,,418.58,2794,,,268,933,7.9,,
,,,1062.46,1461,,,2057,1045,6.4,,
,,,1087.92,131,,,1357,363,11.37,,
,,,566.68,1119,,,1594,1085,8.77,,
,,,250.03,1127,,,27,505,3.06,,
,,,533.8,1404,,,160,904,14.86,,
,,,456.26,3029,,,111,1199,3.76,,
,,,371.59,769,,,104,659,7.24,,
,,,705.35,3717,,,317,852,8.91,,
,,,436.37,1417,,,47,1069,1.68,,
,,,492.54,1114,,,59,675,12.69,,
,,,672.59,1752,,,82,847,1.44,,
,,,403.7,1569,,,645,320,7.46,,
,,,443.82,1161,,,641,594,2.5,,
,,,476.75,1880,,,867,935,12.55,,
,,,230.17,1195,,,296,1307,3.53,,
,,,9.35,1322,,,802,760,50.95,,
,,,477.13,1305,,,22,710,31.41,,
,,,92.31,732,,,325,545,19.56,,
,,,171.06,999,,,388,617,2.14,,
,,,158.47,2346,,,384,575,3.54,,
,,,428.63,2587,,,473,1021,20.12,,
,,,195.58,2388,,,290,669,13.9,,
,,,687.92,686,,,398,643,35.33,,
,,,73.52,1196,,,424,671,44.49,,
,,,788.76,2402,,,287,655,31.21,,
,,,643.32,1975,,,41,533,12.71,,
,,,155.39,1117,,,651,780,34.58,,
,,,275.44,1177,,,356,1214,16.32,,
,,,655.38,434,,,537,891,11.6,,
,,,328.9,603,,,561,1180,16.27,,
,,,380.3,2581,,,241,584,37.66,,
,,,25.64,5341,,,324,324,27.18,,
,,,73.42,362,,,429,405,27.32,,
,,,269.23,674,,,409,899,16.38,,
,,,677.51,804,,,1866,1122,13.1,,
,,,569.4,915,,,1301,467,13.81,,
,,,1399.45,6238,,,517,1171,1.4,,
,,,260.48,945,,,1066,718,4.54,,
,,,90.32,2673,,,1031,737,12.6,,
,,,330.11,2297,,,54,876,19.45,,
,,,310.4,3747,,,1702,560,8.63,,
,,,200.25,3454,,,1231,519,24.12,,
,,,311.5,858,,,1574,417,25.51,,
,,,1918.22,759,,,659,830,43.77,,
,,,315.48,502,,,678,837,11.84,,
,,,974.04,210,,,2407,1092,22.95,,
,,,686.97,225,,,796,612,23.12,,
,,,1191.96,567,,,979,941,10.02,,
,,,1167.15,201,,,1098,1131,23.28,,
,,,359.06,612,,,707,530,11.19,,
,,,306.13,658,,,1050,562,5.25,,
,,,151.02,371,,,592,839,23.13,,
,,,38.41,235,,,595,1064,20.53,,
,,,179.38,397,,,274,620,88.17,,
,,,120.08,135,,,774,884,8.79,,
,,,88.61,383,,,298,1062,3.3,,
,,,249.33,1761,,,672,717,6.91,,
,,,153.68,1376,,,1503,674,24.79,,
,,,85.5,1912,,,1534,878,10.17,,
,,,341.93,693,,,1835,689,66.55,,
,,,121.84,797,,,1395,863,9.38,,
,,,188.15,1072,,,1336,411,32.68,,
,,,187.48,2151,,,646,567,31.73,,
,,,155.12,436,,,777,565,56.88,,
,,,132.82,2599,,,1473,877,14.5,,
,,,44.81,789,,,939,1060,3.55,,
,,,139.91,868,,,3337,858,3.77,,
,,,349.56,1008,,,161,1140,6.59,,
,,,342.36,1204,,,397,677,1.88,,
,,,64.75,1274,,,3716,446,8.67,,
,,,111.39,852,,,585,795,9.02,,
,,,104.63,895,,,1521,1106,6.57,,
,,,149.6,1373,,,1456,670,2.41,,
,,,141.1,597,,,2244,532,11.54,,
,,,226.64,994,,,2300,536,4.99,,
,,,94.22,855,,,552,6,4.57,,
,,,836.2,1060,,,198,491,7.17,,
,,,289.13,120,,,394,504,2.29,,
,,,577.96,297,,,291,887,5.84,,
,,,411.58,481,,,128,1090,12.19,,
,,,66.6,591,,,252,952,2.04,,
,,,39.15,1711,,,1363,598,2.71,,
,,,291.14,2100,,,1699,550,3.67,,
,,,318.65,469,,,902,812,8.3,,
,,,276.54,843,,,771,525,3.83,,
,,,732.4,1357,,,2445,535,8.03,,
,,,154.63,1454,,,759,924,3.05,,
,,,844.77,589,,,952,619,91.69,,
,,,429.31,760,,,666,926,35.74,,
,,,155.71,1565,,,810,1053,48.6,,
,,,350.91,1337,,,534,707,15.43,,
,,,458.09,3730,,,491,651,1.17,,
,,,336.18,149,,,558,668,46.68,,
,,,487.32,74,,,13,936,19.98,,
,,,346.7,832,,,484,1159,18.23,,
,,,374.78,462,,,699,712,47.8,,
,,,618.36,459,,,400,547,6.77,,
,,,307.5,4458,,,1561,944,45.04,,
,,,415.46,380,,,1614,588,29.09,,
,,,363.53,1488,,,1580,866,24.47,,
,,,339.66,2637,,,373,1184,26.31,,
,,,167.54,445,,,762,784,38.94,,
,,,17.85,63,,,1276,658,24.22,,
,,,404.78,378,,,1461,509,30.78,,
,,,57.36,396,,,946,826,12.57,,
,,,149.38,207,,,3824,696,29.44,,
,,,121.5,587,,,408,701,32.14,,
,,,278.3,118,,,475,882,36.82,,
,,,177.26,221,,,3694,1206,25.05,,
,,,445.86,164,,,637,782,19.88,,
,,,34.18,1441,,,1484,650,18.34,,
,,,429.57,1206,,,1518,558,7.64,,
,,,523.5,1837,,,2190,1135,18.65,,
,,,153.64,705,,,2303,697,15.86,,
,,,289.61,1687,,,278,638,34.89,,
,,,575.07,60,,,1764,570,32.01,,
,,,515.96,2088,,,1368,888,5.87,,
,,,252.11,722,,,1389,1244,54.69,,
,,,269.86,883,,,719,483,13.3,,
,,,57.98,954,,,1736,746,38.49,,
,,,64.62,695,,,2455,632,54.21,,
,,,197.91,1251,,,700,1170,27.85,,
,,,526.1,550,,,1042,807,40.09,,
,,,439.38,275,,,568,1160,5.6,,
,,,1132.67,103,,,753,552,31.85,,
,,,277.17,472,,,20,699,19.02,,
,,,55.97,262,,,362,482,109.61,,
,,,200.52,1403,,,1549,573,15.35,,
,,,179.93,1292,,,94,741,16.39,,
,,,189.5,1604,,,1756,789,18.96,,
,,,234.54,655,,,1076,1146,15.77,,
,,,1450.78,844,,,572,678,79.35,,
,,,212.4,798,,,4043,569,19.82,,
,,,675.57,3417,,,575,1193,46.99,,
,,,445.55,525,,,3909,818,50.62,,
,,,850.16,354,,,1490,622,50.7,,
,,,915.68,2999,,,1637,853,62.88,,
,,,240.34,1189,,,2258,557,14.18,,
,,,201.83,1948,,,399,564,16.72,,
,,,126.49,1820,,,326,859,15.69,,
,,,61.0,283,,,230,1121,3.03,,
,,,118.44,281,,,180,679,8.2,,
,,,52.37,186,,,202,733,5.49,,
,,,171.55,273,,,1725,719,3.34,,
,,,145.84,411,,,1364,825,11.46,,
,,,53.98,467,,,1515,840,3.49,,
,,,228.95,80,,,837,1128,13.68,,
,,,107.4,191,,,830,1117,10.46,,
,,,212.11,183,,,1673,832,4.75,,
,,,187.18,2877,,,703,1178,5.44,,
,,,87.74,1719,,,2388,844,11.1,,
,,,87.16,2486,,,763,1284,10.08,,
,,,80.77,1298,,,797,781,3.66,,
,,,97.87,1069,,,1120,720,4.15,,
,,,255.42,1057,,,619,1167,6.32,,
,,,250.77,1478,,,956,629,15.71,,
,,,54.68,2689,,,574,1072,9.36,,
,,,58.65,1033,,,758,905,53.87,,
,,,82.37,3714,,,316,1283,49.29,,
,,,118.62,1410,,,513,827,40.54,,
,,,119.2,1049,,,1370,977,19.06,,
,,,194.89,1442,,,1753,603,4.6,,
,,,80.56,1643,,,1295,553,19.75,,
,,,1248.87,1819,,,1156,721,16.42,,
,,,460.41,1276,,,596,1195,48.66,,
,,,818.25,1817,,,281,728,8.5,,
,,,489.67,1039,,,1406,626,10.55,,
,,,110.83,1018,,,974,752,44.42,,
,,,59.16,1137,,,3445,499,14.23,,
,,,437.69,40,,,96,1164,21.4,,
,,,377.37,1229,,,3629,747,19.68,,
,,,478.71,491,,,1508,1141,33.79,,
,,,1169.14,1215,,,2231,646,17.23,,
,,,154.12,2422,,,2304,873,16.5,,
,,,1186.88,2509,,,433,744,20.65,,
,,,627.72,2578,,,261,861,9.88,,
,,,333.88,1267,,,635,1111,37.17,,
,,,560.12,2245,,,1617,1018,41.84,,
,,,647.16,2250,,,1650,715,4.38,,
,,,435.89,1043,,,870,1175,25.84,,
,,,644.81,1246,,,799,753,3.08,,
,,,442.01,949,,,751,892,10.62,,
,,,477.14,1474,,,1691,1130,8.96,,
,,,698.42,4938,,,593,705,28.28,,
,,,364.3,1004,,,2496,917,0.81,,
,,,490.28,853,,,655,1087,48.45,,
,,,533.53,606,,,814,801,37.48,,
,,,498.86,839,,,942,1138,8.05,,
,,,210.2,6034,,,551,582,15.91,,
,,,20.65,963,,,957,534,40.06,,
,,,491.29,2651,,,692,724,26.98,,
,,,162.57,3590,,,676,786,10.41,,
,,,235.95,487,,,15,1051,2.06,,
,,,209.32,289,,,935,1235,7.65,,
,,,352.76,333,,,280,959,16.08,,
,,,236.16,244,,,542,793,18.21,,
,,,693.43,720,,,1384,1057,50.53,,
,,,65.03,256,,,1723,657,46.5,,
,,,851.93,430,,,1563,824,13.56,,
,,,700.26,740,,,804,1190,12.22,,
,,,238.71,422,,,1221,758,6.24,,
,,,359.04,263,,,1047,911,11.73,,
,,,845.2,2613,,,708,1323,71.37,,
,,,768.32,1966,,,1062,751,30.76,,
,,,379.77,1473,,,3975,1020,15.32,,
,,,392.24,89,,,668,1295,45.23,,
,,,83.17,1086,,,3631,755,40.51,,
,,,176.79,1275,,,2251,865,5.41,,
,,,267.46,3940,,,2439,1275,14.62,,
,,,903.96,1421,,,255,1216,9.84,,
,,,474.85,1657,,,167,1089,1.51,,
,,,1364.45,1104,,,418,823,8.59,,
,,,194.18,1636,,,973,1048,7.36,,
,,,161.08,1037,,,350,988,6.87,,
,,,259.04,1839,,,30,732,8.7,,
,,,329.65,861,,,667,1054,10.33,,
,,,418.77,1107,,,346,1145,12.54,,
,,,2153.08,1446,,,443,1158,12.3,,
,,,322.67,582,,,135,1176,5.09,,
,,,986.45,1471,,,85,770,1.93,,
,,,676.24,558,,,915,963,5.82,,
,,,1295.65,716,,,374,649,17.93,,
,,,1088.72,1216,,,387,1169,2.16,,
,,,367.25,657,,,862,856,1.73,,
,,,279.73,251,,,1999,1127,8.08,,
,,,214.73,2721,,,107,1066,4.02,,
,,,107.55,2306,,,2182,540,28.49,,
,,,115.57,660,,,624,867,15.28,,
,,,54.38,1255,,,1413,768,46.74,,
,,,60.69,1985,,,1457,817,10.45,,
,,,234.34,361,,,157,740,47.44,,
,,,155.47,998,,,26,855,1.55,,
,,,86.18,2366,,,73,772,1.95,,
,,,341.39,5598,,,253,843,41.68,,
,,,92.61,441,,,52,1185,37.96,,
,,,290.8,1026,,,514,846,18.25,,
,,,292.08,711,,,908,1224,12.06,,
,,,143.79,864,,,286,1209,21.71,,
,,,192.06,5938,,,380,851,21.24,,
,,,75.63,2605,,,60,1286,7.41,,
,,,139.94,3489,,,57,1174,26.71,,
,,,301.73,3569,,,476,1017,10.44,,
,,,425.79,788,,,503,820,9.01,,
,,,67.16,116,,,371,578,11.85,,
,,,83.19,325,,,1748,1061,11.75,,
,,,127.87,242,,,1482,958,18.63,,
,,,130.27,645,,,961,1198,4.12,,
,,,185.12,238,,,945,833,17.44,,
,,,233.3,626,,,117,501,27.69,,
,,,109.34,376,,,988,1011,17.46,,
,,,772.41,142,,,440,1163,9.28,,
,,,379.18,208,,,46,831,30.21,,
,,,641.2,343,,,452,1211,19.65,,
,,,288.63,261,,,312,1232,10.91,,
,,,39.07,3059,,,1345,589,14.11,,
,,,305.88,1842,,,470,749,13.46,,
,,,332.43,2127,,,526,527,13.84,,
,,,353.22,1413,,,559,1288,13.93,,
,,,767.96,114,,,271,794,71.52,,
,,,206.05,1211,,,493,1055,57.95,,
,,,101.18,1118,,,1023,850,1.26,,
,,,858.79,1131,,,1068,1207,10.25,,
,,,380.9,2773,,,756,916,4.29,,
,,,250.23,3738,,,642,879,4.37,,
,,,398.62,1411,,,2155,792,48.33,,
,,,400.44,1389,,,2221,1143,9.66,,
,,,334.37,1564,,,1398,796,31.74,,
,,,547.67,1217,,,237,1289,22.92,,
,,,404.58,1772,,,283,1015,37.21,,
,,,322.01,1782,,,1546,687,58.28,,
,,,507.62,961,,,754,872,5.11,,
,,,225.57,1108,,,781,1249,9.05,,
,,,415.98,1371,,,1582,890,3.02,,
,,,403.66,299,,,465,985,6.97,,
,,,298.83,772,,,1988,771,4.47,,
,,,102.37,1306,,,770,860,2.3,,
,,,426.0,2528,,,920,1154,3.35,,
,,,45.5,2768,,,1243,1023,3.87,,
,,,127.03,2479,,,1489,754,4.76,,
,,,195.43,641,,,1335,808,5.51,,
,,,230.32,2322,,,1064,978,5.79,,
,,,142.91,1853,,,878,1040,4.45,,
,,,519.88,1082,,,426,1118,2.65,,
,,,35.81,594,,,963,1222,36.67,,
,,,650.14,2240,,,3566,946,5.67,,
,,,478.12,1640,,,459,838,5.85,,
,,,162.23,5917,,,389,1063,4.7,,
,,,264.02,24,,,3160,982,79.09,,
,,,514.7,822,,,1360,790,22.23,,
,,,472.09,644,,,1937,788,32.71,,
,,,193.94,865,,,539,803,24.09,,
,,,209.0,6167,,,437,1177,1.96,,
,,,126.97,1013,,,1770,1188,20.82,,
,,,199.29,2579,,,1884,811,23.16,,
,,,501.73,2481,,,721,1119,28.45,,
,,,418.54,3520,,,866,886,56.86,,
,,,1052.68,3619,,,2014,805,44.11,,
,,,597.41,919,,,2640,1036,30.55,,
,,,102.65,381,,,971,1110,15.0,,
,,,290.23,252,,,772,1148,24.08,,
,,,163.25,290,,,1037,1083,36.75,,
,,,204.7,528,,,474,929,24.0,,
,,,188.59,237,,,1190,957,32.61,,
,,,1432.35,692,,,733,1008,20.0,,
,,,93.8,223,,,825,1153,16.65,,
,,,550.92,955,,,16,738,22.57,,
,,,363.93,205,,,1623,1123,0.03,,
,,,809.97,314,,,1726,739,22.62,,
,,,939.68,581,,,740,806,16.41,,
,,,232.0,2969,,,695,1200,17.86,,
,,,202.33,1896,,,675,775,6.89,,
,,,138.62,2464,,,964,1265,32.04,,
,,,31.4,1347,,,1035,776,9.8,,
,,,154.21,1175,,,3886,1215,37.78,,
,,,87.01,2586,,,481,1115,37.09,,
,,,71.68,1056,,,3904,1242,16.18,,
,,,146.25,3720,,,620,1168,28.36,,
,,,106.79,1332,,,1454,763,39.19,,
,,,44.56,1521,,,2435,1005,46.8,,
,,,207.76,1952,,,2464,1173,30.98,,
,,,82.67,790,,,239,1102,10.14,,
,,,144.84,1676,,,189,1243,10.98,,
,,,227.75,35,,,1472,767,51.42,,
,,,116.46,1350,,,170,973,35.29,,
,,,115.95,731,,,1611,764,76.2,,
,,,73.15,1226,,,2188,777,9.32,,
,,,109.1,494,,,838,1132,10.11,,
,,,262.5,2750,,,881,580,11.62,,
,,,262.44,2220,,,564,756,27.4,,
,,,43.32,595,,,921,983,19.29,,
,,,34.88,1198,,,731,1014,84.35,,
,,,101.35,2092,,,691,799,94.27,,
,,,63.09,1891,,,1283,1179,45.88,,
,,,104.85,916,,,809,1079,74.33,,
,,,92.2,1497,,,265,907,64.57,,
,,,653.06,4939,,,1432,1047,26.18,,
,,,270.52,20,,,3567,1032,25.68,,
,,,579.95,989,,,148,1187,3.94,,
,,,235.62,513,,,439,883,11.28,,
,,,27.4,850,,,3353,1095,15.41,,
,,,298.08,5848,,,2076,1024,11.74,,
,,,281.47,957,,,2086,1114,12.4,,
,,,724.19,2547,,,589,902,11.9,,
,,,75.75,2268,,,1656,948,3.71,,
,,,81.85,3376,,,1180,992,14.12,,
,,,681.75,3525,,,845,898,13.53,,
,,,325.52,969,,,173,586,21.88,,
,,,163.39,395,,,621,1237,5.31,,
